X,Y,wkt_geom,fid,UUID,MS_CD,EU_CD,VISS_MS_CD,SJONAMN,SJOID,CATEGORY,HARO,DAROID_UT,DISTRICT,COMP_AUTH,COUNTRY,WB,VERSION,URL_VISS,SHAPE_Leng,GVatten,G_EU_CD,G_MS_CD,centroid_x,centroid_y
17.96470701,65.30088984,Point (638191.03191772557329386 7245237.84712499286979437),5857,SE28B23331-7737-4746-A463-F72853202312,WA55127226,SE724510-160130,SE724510-160130,Aspuddselet,724510-160130,LW,28000,724572-160034,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA55127226,4900.859406,N,,,638191,7245238
16.06204305,65.32673517,Point (549468.20921837911009789 7245285.63040183484554291),5856,SE47BF4732-3EFE-45A0-B36C-99310C99FE80,WA24481790,SE724486-151208,SE724486-151208,Skansnässjön,724486-151208,LW,38000,724771-151248,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA24481790,12506.09749,N,,,549468,7245286
17.94649561,65.31733066,Point (637257.02196617855224758 7247029.47360770963132381),5871,SEF2513D86-C7B3-4565-9CC4-EA87B6A59F31,WA92479165,SE724683-160018,SE724683-160018,Gargnässelet,724683-160018,LW,28000,724763-159922,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA92479165,6329.30329,N,,,637257,7247029
15.49259988,65.3187675,Point (522951.90902738430304453 7244070.85268296394497156),5870,SE3F8FA4BF-67CC-423B-B493-CA962CACE83F,WA57215033,SE724669-148505,SE724669-148505,Fågelsjön,724669-148505,LW,38000,724645-148639,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA57215033,3261.936207,N,,,522952,7244071
19.10703574,65.29883792,Point (691401.3711393364937976 7247996.00593077577650547),5869,SEC7A8CAD9-902E-47A8-AA51-6DDB82FD39CF,WA37241815,SE724664-165694,SE724664-165694,Grytforsdammen,724664-165694,LW,20000,724914-165152,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA37241815,31712.12434,N,,,691401,7247996
19.96200405,65.25651401,Point (731556.54804422741290182 7246157.23820108734071255),5868,SEB12C9DD5-E732-4123-B1AA-DF8F1AE1095B,WA55390998,SE724636-169338,SE724636-169338,Nörd-Storvattnet,724636-169338,LW,18000,724556-169423,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA55390998,4570.334016,N,,,731557,7246157
14.73283902,65.3040731,Point (487545.26904241554439068 7242369.68617788422852755),5867,SED86DB71D-CE9B-4ECB-8157-B9088A493DE0,WA69456966,SE724603-145073,SE724603-145073,Avasjön,724603-145073,LW,38000,724490-144972,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA69456966,6116.407949,N,,,487545,7242370
18.05285712,65.29094735,Point (642351.24899683624971658 7244326.83616603165864944),5866,SE3244F62B-CB05-4797-893B-A70637E04C56,WA30541460,SE724589-160264,SE724589-160264,Krutträsket,724589-160264,LW,28000,724579-160518,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA30541460,22406.27233,N,,,642351,7244327
21.4301036,65.21578065,Point (800364.31681276287417859 7247827.3141047153621912),5865,SE35562B61-41C0-4A0E-A934-C11D57BBE5EB,WA47207662,SE724574-176318,SE724574-176318,Mitti-Jävreträsket,724574-176318,LW,16000,724651-176232,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA47207662,6098.574357,N,,,800364,7247827
15.16838871,65.32512156,Point (507844.28036129212705418 7244699.50849071610718966),5864,SE5C497D0B-2DDC-4379-B85B-6868E4C9F00B,WA22122126,SE724568-147587,SE724568-147587,Fättjarn,724568-147587,LW,38000,724646-147112,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA22122126,24203.85806,N,,,507844,7244700
14.47401439,65.28384078,Point (475460.19320255401544273 7240191.40760819148272276),5847,SE7579B03B-5A34-4F1A-A4AA-9B9BACFFDE3A,WA46429858,SE724359-143784,SE724359-143784,Valtanjaure,724359-143784,LW,115000,723924-475441,SE1103,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA46429858,6211.951506,N,,,475460,7240191
15.45414382,65.2928766,Point (521180.73817447858164087 7241171.96623689029365778),5846,SEECBD8776-2F60-43CE-971E-E574E3EA4BC1,WA43779293,SE724340-148345,SE724340-148345,Kittelsjöarna,724340-148345,LW,38000,724297-148463,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA43779293,1474.391497,N,,,521181,7241172
18.14575896,65.27279674,Point (646781.22736527724191546 7242519.44380133133381605),5845,SE2BC42C7C-9639-4DC5-BD73-B2D3049CC512,WA52603784,SE724332-160857,SE724332-160857,Stenträsken,724332-160857,LW,28000,724573-160958,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA52603784,6022.808616,N,,,646781,7242519
18.89334185,65.24700733,Point (681808.83794525708071887 7241596.04346720967441797),5844,SE0E626F31-3FCC-4397-9C4C-9E2FC66145A0,WA29870704,SE724330-164198,SE724330-164198,Lainejaure,724330-164198,LW,20000,724318-164203,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA29870704,15442.19575,N,,,681809,7241596
16.39868144,65.28838873,Point (565240.76334757870063186 7241318.90252957213670015),5843,SE5662D2DD-0A50-4ADB-B3A2-C5E3A60D3216,WA90318702,SE724330-152873,SE724330-152873,Yttre Jippmokksjön,724330-152873,LW,28000,724222-152676,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA90318702,8619.041639,N,,,565241,7241319
20.12931736,65.22080905,Point (739674.56242764298804104 7242813.17210273258388042),5842,SE109C71EB-230A-411C-80BF-024AA6416A9E,WA70150806,SE724278-170103,SE724278-170103,Småträsket,724278-170103,LW,18000,724209-170226,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA70150806,6534.410473,N,,,739675,7242813
16.26241663,65.288246,Point (558886.26486715232022107 7241168.76183915603905916),5841,SE759BE567-F6D3-4DE3-A1C6-CF10AD221743,WA80299686,SE724266-152032,SE724266-152032,Harrviksjön,724266-152032,LW,38000,724388-152159,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA80299686,5060.22152,N,,,558886,7241169
18.10619848,65.27193912,Point (644940.92564197687897831 7242332.37626550532877445),5840,SEA764FB95-D879-45CD-99C6-2DA35A94C279,WA13356585,SE724260-160718,SE724260-160718,Norra Bökaträsket,724260-160718,LW,28000,724325-160716,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA13356585,4520.451368,N,,,644941,7242332
14.79828745,65.30074739,Point (490595.40322274569189176 7241987.52900552563369274),5855,SE117A9BE8-5A9E-4CC6-AD99-A4E263231338,WA27070229,SE724474-145292,SE724474-145292,Båulonjauratjärn,724474-145292,LW,38000,724460-145331,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA27070229,1574.769941,N,,,490595,7241988
21.3010749,65.20839274,Point (794435.44461419724393636 7246398.19027326721698046),5854,SEE7615A0C-3B51-4F59-A1D3-17DDCCC999D0,WA64985144,SE724443-175731,SE724443-175731,Hemträsket,724443-175731,LW,16000,724548-175692,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA64985144,5776.555982,N,,,794435,7246398
15.38483852,65.3188656,Point (517931.30421421746723354 7244046.65641670953482389),5853,SE0E918F81-7E42-4116-B8BD-3E5B1598D40E,WA49891488,SE724442-148032,SE724442-148032,Valsjön,724442-148032,LW,38000,724700-148023,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA49891488,7733.160281,N,,,517931,7244047
19.82470252,65.24239836,Point (725280.17824507912155241 7244090.40893928240984678),5852,SEC7D34310-6701-4396-98DC-E986D83AE98D,WA82294949,SE724441-168833,SE724441-168833,Ullbergsträsket,724441-168833,LW,18000,724421-168663,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA82294949,14986.86996,N,,,725280,7244090
18.83102665,65.27240251,Point (678729.99435488600283861 7244244.49389993958175182),5851,SEDB8B5AD5-E773-40D3-B913-9081CB53235E,WA70952413,SE724435-164030,SE724435-164030,Grundträsket,724435-164030,LW,20000,724573-164079,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA70952413,7590.785604,N,,,678730,7244244
16.05372418,65.30233202,Point (549126.45290323195513338 7242560.10864822007715702),5850,SE7E6A3167-AFA7-4C0E-A2A2-A8740B379347,WA13434407,SE724430-151201,SE724430-151201,Tvärsjön,724430-151201,LW,38000,724414-151070,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA13434407,3336.953093,N,,,549126,7242560
18.38824429,65.28834397,Point (657993.56099459039978683 7244836.00189826358109713),5849,SEE48B4ED9-1D47-463D-AF9A-053F23D8BD4F,WA91133148,SE724423-162132,SE724423-162132,Naggetjaure,724423-162132,LW,20000,724888-161726,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA91133148,8039.666631,N,,,657994,7244836
16.37151599,65.30243168,Point (563939.7289481865009293 7242855.89839196763932705),5848,SEC2787F47-2855-4D7F-8097-0653F6E65338,WA96915155,SE724395-152708,SE724395-152708,Västra Jippmokksjön,724395-152708,LW,28000,724463-152519,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA96915155,4904.729316,N,,,563940,7242856
15.14372019,65.26950889,Point (506708.50624881644034758 7238499.18398949690163136),5831,SEFF4788ED-9387-4F84-A52B-DB5831ED1C78,WA40105470,SE724077-146887,SE724077-146887,Grundsjöarna,724077-146887,LW,38000,724132-146942,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA40105470,2232.709263,N,,,506709,7238499
14.84800884,65.26242148,Point (492903.4655992595362477 7237710.02196610439568758),5830,SEA886A33A-68F5-4A3C-90E2-0D00BD2EB661,WA40923315,SE723981-145558,SE723981-145558,,723981-145558,LW,38000,724026-145516,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA40923315,2269.358679,N,,,492903,7237710
19.45953208,65.20575904,Point (708540.74189538403879851 7238759.39069108944386244),5829,SE33F3E47A-4A34-4ABD-844C-C7859C490953,WA15577624,SE723944-166884,SE723944-166884,Järvträsket,723944-166884,LW,20000,723836-167141,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA15577624,9718.600564,N,,,708541,7238759
14.4390895,65.25195128,Point (473799.06971392204286531 7236651.16919453348964453),5828,SE3F3E30AF-81AF-408E-BF07-A8C19060236B,WA44091839,SE723904-143690,SE723904-143690,Luoktjemjaure,723904-143690,LW,38000,723605-473648,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA44091839,3854.868155,N,,,473799,7236651
19.76573391,65.20233065,Point (722867.79284454765729606 7239425.35634719114750624),5827,SE7E042DA8-755B-4113-95C9-BD59E3D1A469,WA56863419,SE723889-168468,SE723889-168468,Bredträsket,723889-168468,LW,20000,723831-168583,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA56863419,5342.771385,N,,,722868,7239425
17.70698865,65.22505638,Point (626547.40071078250184655 7236251.69756640866398811),5826,SE28A05D69-A66B-4DA5-B26E-675F03B29080,WA63659247,SE723884-158808,SE723884-158808,Sandsjön,723884-158808,LW,28000,723850-158809,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA63659247,13329.40389,N,,,626547,7236252
16.02941761,65.2516836,Point (548084.51437484752386808 7236896.70627887919545174),5825,SE367C069F-E06F-4F3E-94D3-83434A224D98,WA72780110,SE723883-151081,SE723883-151081,Småsjöarna,723883-151081,LW,38000,723853-150959,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA72780110,1525.236325,N,,,548085,7236897
21.29825542,65.14487051,Point (795009.72847731760703027 7239332.68271414749324322),5824,SEA930BFBA-2585-49A6-AD71-605E785DDC01,WA86459403,SE723836-175865,SE723836-175865,Finnträsket,723836-175865,LW,16000,723954-793865,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA86459403,20080.44483,N,,,795010,7239333
15.55306909,65.28646253,Point (525801.42897249304223806 7240494.2249113405123353),5839,SE2AB7553F-3CDA-4D4E-BD56-C56AB85BF45E,WA74765664,SE724260-148805,SE724260-148805,Gismessjön,724260-148805,LW,38000,724362-148849,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA74765664,3951.557236,N,,,525801,7240494
16.19208919,65.29672467,Point (555588.0658449437469244 7242050.07643518596887589),5838,SEC01EC5C3-4434-4C29-8DCF-039E427041FF,WA48218246,SE724249-151911,SE724249-151911,Harrsjön,724249-151911,LW,38000,724475-151788,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA48218246,8964.961085,N,,,555588,7242050
15.27957546,65.29346304,Point (513039.01401829853421077 7241190.47913751006126404),5837,SE25532A34-B52C-4BD3-BDF6-D6AA0DDF5A9A,WA85924523,SE724247-147595,SE724247-147595,Nedre Fättjarn,724247-147595,LW,38000,724346-147460,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA85924523,7458.146853,N,,,513039,7241190
18.32163139,65.26144467,Point (655047.84140105079859495 7241675.65805243048816919),5836,SE31E22C3E-8E87-4BBE-BB1D-92B2F00E66F8,WA32998349,SE724246-161701,SE724246-161701,Holmträsket,724246-161701,LW,28000,724296-161633,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA32998349,4314.180166,N,,,655048,7241676
20.44608229,65.2164591,Point (754490.06786656985059381 7243570.69775245431810617),5835,SE5BF506E2-7822-4AD4-93F7-0F0EC4F78A57,WA17546770,SE724227-171759,SE724227-171759,Åselet,724227-171759,LW,18000,724220-171586,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA17546770,3721.514795,N,,,754490,7243571
19.27457236,65.24369072,Point (699615.78113867726642638 7242380.02059898339211941),5834,SE821B038A-B8E6-4451-A948-97003A5DDCBF,WA23334468,SE724166-166154,SE724166-166154,Sandforsdammen,724166-166154,LW,20000,724399-166081,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA23334468,29981.94065,N,,,699616,7242380
14.43677358,65.2672053,Point (473705.92388711601961404 7238352.15257634967565536),5833,SEACB9295D-8533-4F21-8F02-9F0DBA956ABF,WA60214618,SE724156-143590,SE724156-143590,,724156-143590,LW,115000,723795-473441,SE1103,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA60214618,1724.715108,N,,,473706,7238352
14.87210673,65.27917755,Point (494031.5522919159848243 7239574.78069641254842281),5832,SE9CAB851D-9602-4805-90F5-157780EA4F05,WA43464407,SE724149-145713,SE724149-145713,Fettern,724149-145713,LW,38000,724243-145677,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA43464407,3936.699119,N,,,494032,7239575
19.33499092,65.0469998,Point (703938.98254917445592582 7220692.35414722096174955),5687,SECC0B1F42-F2EC-496A-B34D-249F5A6B797C,WA33747588,SE721973-166871,SE721973-166871,Ol-Ersaselet,721973-166871,LW,20000,722079-166552,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA33747588,22147.80851,N,,,703939,7220692
16.11591887,65.07971441,Point (552463.81879681313876063 7217801.98362376820296049),5686,SEBE02C69F-A94B-44A4-9628-CC8ABA736DCB,WA88581130,SE721957-151499,SE721957-151499,Mitti-Bleriken,721957-151499,LW,38000,722024-151480,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA88581130,1688.099858,N,,,552464,7217802
20.63425587,65.00343898,Point (765382.55060265061911196 7220677.31778651289641857),5685,SE2E576BDD-3551-4662-A5E2-0FE051E83CE3,WA39083874,SE721952-172772,SE721952-172772,Rengårdstjärn,721952-172772,LW,19000,722043-172812,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA39083874,1254.731655,N,,,765383,7220677
19.6280465,65.04687957,Point (717708.40592489088885486 7221657.28631561156362295),5684,SE6F7AD7C8-D81B-43E6-A515-9F2E580844F5,WA37148727,SE721872-168280,SE721872-168280,Vargforsdammen,721872-168280,LW,20000,722397-167682,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA37148727,37863.59702,N,,,717708,7221657
16.101763,65.06403436,Point (551829.27373557898681611 7216042.95447722636163235),5683,SEBAEC2BD6-A4E0-4E96-A3E5-2D65901CD8D8,WA48119062,SE721826-151418,SE721826-151418,Svartsjön,721826-151418,LW,38000,721737-151324,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA48119062,2456.662973,N,,,551829,7216043
20.42997709,65.00281783,Point (755786.33181093167513609 7219765.03296742960810661),5682,SE074CBA36-2BFC-47C4-80B7-CE28827DBB67,WA90800192,SE721811-171800,SE721811-171800,Nyträsket,721811-171800,LW,19000,721926-171822,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA90800192,5721.919529,N,,,755786,7219765
16.84384956,65.06432393,Point (586730.71016878448426723 7216889.09460037108510733),5681,SEE4397F1C-3E52-47EA-B92D-BDD6668B5DB3,WA66070330,SE721765-154799,SE721765-154799,Sabotssjön,721765-154799,LW,28000,721905-154880,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA66070330,14303.22332,N,,,586731,7216889
14.58175178,65.05298664,Point (480315.76545550866285339 7214425.35315173212438822),5680,SEB6082A68-4EE2-4D7C-B28F-4C54DB8FE3E5,WA14820724,SE721737-144267,SE721737-144267,,721737-144267,LW,38000,721717-144227,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA14820724,1135.128503,N,,,480316,7214425
14.72005011,65.08399618,Point (486840.02058819436933845 7217845.28416781965643167),5695,SE4A92D6CA-A080-4AFF-A25B-96B8418E53F9,WA55781049,SE722048-144905,SE722048-144905,Rapstenjaureh H.752,722048-144905,LW,38000,722011-144894,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA55781049,1543.330187,N,,,486840,7217845
20.15812642,65.02129211,Point (742834.93204583402257413 7220745.09412463754415512),5694,SED7D46D2C-CAAD-4CC8-B32D-2932B4EE618C,WA96678889,SE722044-170336,SE722044-170336,Jörnsträsket,722044-170336,LW,20000,722007-170556,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA96678889,8282.954622,N,,,742835,7220745
20.70511908,65.00241553,Point (768724.17696798022370785 7220862.91004405543208122),5693,SE16140146-0A0B-4DED-AE28-A99B0CE53B7D,WA31145933,SE722037-173107,SE722037-173107,Lidträsket,722037-173107,LW,18000,722011-173059,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA31145933,2902.864157,N,,,768724,7220863
17.57750639,65.09156897,Point (621103.95399740082211792 7221130.50449175573885441),5692,SE4A74E77D-25B4-4B01-8299-E4E125F83622,WA43726486,SE722028-158427,SE722028-158427,Sundträsket,722028-158427,LW,28000,722240-158368,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA43726486,9615.077571,N,,,621104,7221131
19.96836534,65.03169261,Point (733825.18763946602120996 7221184.94609380420297384),5691,SEC12B56F9-A3C3-4704-9260-9EFBFB1691E1,WA81516308,SE722005-169697,SE722005-169697,Älgträsket,722005-169697,LW,20000,722141-169536,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA81516308,5144.018089,N,,,733825,7221185
14.30013906,65.10012022,Point (467120.97961675183614716 7219795.18966985773295164),5690,SEFBECBCA1-F7FB-4AB5-A0B4-BD1CBBA9CB28,WA20293197,SE721990-466971,SE721990-466971,Vuollejaevrie,722268-142910,LW,38000,722045-466960,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA20293197,667.461491,Y,NO721990-466971,307-43508-L,467121,7219795
18.064828,65.05897886,Point (644164.25358413916546851 7218525.16505638137459755),5689,SED7E8A684-D1E8-4B31-B2AB-647C48D29427,WA21232097,SE721990-160544,SE721990-160544,Gubbträsket,721990-160544,LW,28000,721812-160760,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA21232097,6041.419068,N,,,644164,7218525
16.08052512,65.08187642,Point (550795.66211364429909736 7218013.97154498100280762),5688,SEE7E6184D-E2DB-45CD-A602-D2EF7F219D1C,WA77041743,SE721988-151346,SE721988-151346,Övre Bleriken,721988-151346,LW,38000,722014-151307,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA77041743,1740.101387,N,,,550796,7218014
20.59031803,64.97053305,Point (763641.62663155084010214 7216836.62570152711123228),5671,SE8C221D7A-ED8C-4B4D-A572-5AF59C6B9034,WA59103239,SE721504-172480,SE721504-172480,Storkågeträsket,721504-172480,LW,19000,721602-172569,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA59103239,16085.91536,N,,,763642,7216837
14.62592301,65.03508607,Point (482383.08377879782347009 7212416.87838853430002928),5670,SE27C911C9-22A1-4B9E-B942-9929E7C76FAE,WA21036428,SE721490-144511,SE721490-144511,Njereujaure,721490-144511,LW,38000,721475-144448,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA21036428,3807.447582,N,,,482383,7212417
17.53387853,65.03988899,Point (619285.88567082409281284 7215292.00723280850797892),5669,SEE887FFCD-7FA0-49FF-BFC5-554B9022E8A2,WA48730134,SE721477-158283,SE721477-158283,Skirträsket,721477-158283,LW,28000,721698-158081,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA48730134,10011.69458,N,,,619286,7215292
14.30911507,65.02571175,Point (467452.38201667217072099 7211498.07284611184149981),5668,SEF2D025EF-7F23-4928-A0A8-12CABFED1E56,WA16029310,SE721458-142954,SE721458-142954,,721420-142903,LW,38000,721127-467529,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA16029310,2350.296485,N,,,467452,7211498
20.202079,64.9690148,Point (745380.06927032978273928 7215103.59211302455514669),5667,SE6078BA7C-4756-46A4-8144-BE429C843A36,WA99011566,SE721456-170693,SE721456-170693,Vänträsket,721456-170693,LW,20000,721602-170760,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA99011566,3275.190083,N,,,745380,7215104
14.5398315,65.0257115,Point (478321.2845331464195624 7211399.03362832311540842),5666,SEF7766131-7CD0-4586-B183-083ABF7C50E5,WA75992180,SE721436-144074,SE721436-144074,Siljengojaureh,721424-144002,LW,38000,721404-144079,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA75992180,1747.478071,N,,,478321,7211399
18.94402097,65.00250449,Point (685875.03970100998412818 7214535.25318777374923229),5665,SED17FF542-5259-490D-91D7-A282BBDE4A18,WA65435801,SE721431-164913,SE721431-164913,Gransjön,721431-164913,LW,28000,721437-164864,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA65435801,10785.70449,N,,,685875,7214535
16.13434375,65.02680966,Point (553435.5407386360457167 7211922.33386795595288277),5664,SEAB048A5B-497D-4045-90D3-AB85ED3B1760,WA59134555,SE721430-151554,SE721430-151554,Nattsjön,721430-151554,LW,38000,721219-151627,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA59134555,2623.696381,N,,,553436,7211922
17.16126061,65.05413299,Point (601696.01621001132298261 7216226.54971826449036598),5679,SEE4B12EE0-CFC6-4292-A6FE-631BA6B39D2A,WA46465614,SE721733-156716,SE721733-156716,Stenselet,721733-156716,LW,28000,721723-156391,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA46465614,32654.17777,N,,,601696,7216227
17.59996611,65.05206055,Point (622339.58137892989907414 7216773.96715092752128839),5678,SE4DC129E8-858A-45F4-B91F-C73F86768D81,WA68925363,SE721619-158543,SE721619-158543,Lill-Bastuträsket,721619-158543,LW,28000,721651-158551,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA68925363,14930.85028,N,,,622340,7216774
17.29600668,65.04702605,Point (608063.15698128275107592 7215659.25055342726409435),5677,SE1429E3BB-C9F8-4221-836C-07AA7493806B,WA36499477,SE721614-157353,SE721614-157353,Långselet,721614-157353,LW,28000,721679-157013,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA36499477,15551.92545,N,,,608063,7215659
15.2444603,65.04850821,Point (511507.00677887728670612 7213883.17738188337534666),5676,SE099D267E-B62E-4967-8E8E-87E65F7BDACB,WA28180062,SE721612-147249,SE721612-147249,Stöksjön,721612-147249,LW,38000,721785-147470,SE2,BH,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA28180062,4856.2707,N,,,511507,7213883
16.63394515,65.05091297,Point (576898.41928278189152479 7215123.30606692843139172),5675,SEA3FDAB5E-34BE-43DD-A162-F9F7F8C920E7,WA35127714,SE721575-154175,SE721575-154175,Lubbträsket,721575-154175,LW,28000,721509-154147,SE1,BV,SE,Y,SVAR2016,http://www.viss.lansstyrelsen.se/Waters.aspx?waterMSCD=WA35127714,19764.36071,N,,,576898,7215123
