VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20030725,2003,Stand,Bnord12,8,11.25,,,,11.25,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20040715,2004,Stand,Bnord12,8,4.14,,,,4.14,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20050731,2005,Stand,Bnord12,8,13.77,,,,13.77,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20060803,2006,Stand,Bnord12,8,17.58,,,,17.58,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20070726,2007,Stand,Bnord12,8,18.59,,,,18.59,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20080725,2008,Stand,Bnord12,8,10.83,,,,10.83,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20090726,2009,Stand,Bnord12,8,13.12,,,,13.12,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20100727,2010,Stand,Bnord12,8,8.93,,,,8.93,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20110717,2011,Stand,Bnord12,8,6.49,,,,6.49,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20120728,2012,Stand,Bnord12,8,5.92,,,,5.92,1,6833370,1337850,6829523,380636,61.58063,12.7516
683337-133785,WA41997143,SE683337-133785,Y,Övre Särnmanssjön,Hela sjön,20,20170724,2017,Stand,Bnord12,8,6.15,,,,6.15,1,6833370,1337850,6829523,380636,61.58063,12.7516
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,19940724,1994,Stand,Bnord12,8,19.11,,,,19.11,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,19950717,1995,Stand,Bnord12,8,19.14,,,,19.14,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,19960710,1996,Stand,Bnord12,8,5.30,,,,5.30,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,19970813,1997,Stand,Bnord12,8,45.87,,,,45.87,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,19980808,1998,Stand,Bnord12,8,53.76,,,,53.76,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,19990714,1999,Stand,Bnord12,8,31.90,,,,31.90,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20000819,2000,Stand,Bnord12,8,45.56,,,,45.56,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20010803,2001,Stand,Bnord12,8,34.39,,,,34.39,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20020803,2002,Stand,Bnord12,8,64.07,,,,64.07,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20030726,2003,Stand,Bnord12,8,40.73,,,,40.73,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20040713,2004,Stand,Bnord12,8,7.44,,,,7.44,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20050729,2005,Stand,Bnord12,8,22.50,,,,22.50,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20060805,2006,Stand,Bnord12,8,37.08,,,,37.08,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20070724,2007,Stand,Bnord12,8,25.27,,,,24.71,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20080723,2008,Stand,Bnord12,8,29.18,,,,29.18,1,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20090724,2009,Stand,Bnord12,8,36.31,,,,35.32,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20100728,2010,Stand,Bnord12,8,58.42,,,,57.68,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20110715,2011,Stand,Bnord12,8,26.91,,,,25.73,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20120726,2012,Stand,Bnord12,8,53.15,,,,43.05,2,6834210,1337420,6830357,380196,61.58797,12.74277
683421-133742,WA25434149,SE683421-133742,Y,Nedre Särnmanssjön,Hela sjön,20,20170725,2017,Stand,Bnord12,8,81.71,,,,26.25,2,6834210,1337420,6830357,380196,61.58797,12.74277
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,19940707,1994,Stand,Bnord12,16,20.78,20.31,0.23,0.06,,4,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,19950812,1995,Stand,Bnord12,16,11.32,11.02,0.10,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,19960807,1996,Stand,Bnord12,16,11.56,11.10,0.38,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,19970827,1997,Stand,Bnord12,16,20.53,20.15,0.16,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,19980807,1998,Stand,Bnord12,16,9.01,8.82,0.16,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,19990818,1999,Stand,Bnord12,16,17.83,17.20,0.52,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20000807,2000,Stand,Bnord12,16,8.34,8.06,0.25,0.00,,4,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20010730,2001,Stand,Bnord12,16,13.29,13.10,0.10,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20020811,2002,Stand,Bnord12,16,12.18,11.40,0.29,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20030807,2003,Stand,Bnord12,16,17.53,16.13,0.20,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20040730,2004,Stand,Bnord12,16,14.20,13.56,0.34,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20050727,2005,Stand,Bnord12,16,13.71,13.31,0.36,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20060713,2006,Stand,Bnord12,16,12.89,12.40,0.45,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20070728,2007,Stand,Bnord12,16,22.04,21.13,0.57,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20080807,2008,Stand,Bnord12,16,7.55,7.26,0.26,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20090810,2009,Stand,Bnord12,16,7.86,7.14,0.25,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20100810,2010,Stand,Bnord12,16,7.61,7.01,0.32,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20110813,2011,Stand,Bnord12,16,6.98,6.03,0.13,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20120806,2012,Stand,Bnord12,16,11.09,10.92,0.10,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20130805,2013,Stand,Bnord12,16,13.05,12.92,0.13,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20140813,2014,Stand,Bnord12,16,8.19,7.72,0.16,0.00,,4,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20150822,2015,Stand,Bnord12,16,12.04,11.50,0.29,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20160812,2016,Stand,Bnord12,16,6.36,6.04,0.32,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20170819,2017,Stand,Bnord12,16,4.01,3.74,0.06,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683582-154935,WA29887255,NW683582-154935,N,Källsjön,Hela sjön,25,20180819,2018,Stand,Bnord12,16,10.59,10.08,0.13,0.00,,3,6835820,1549350,6834534,591978,61.6331,16.73538
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,19940802,1994,Stand,Bnord12,24,28.10,17.83,0.17,10.09,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,19950810,1995,Stand,Bnord12,24,27.82,14.08,0.13,13.60,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,19960809,1996,Stand,Bnord12,24,25.75,13.84,0.05,11.86,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,19970824,1997,Stand,Bnord12,24,27.52,16.41,0.18,10.93,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,19980809,1998,Stand,Bnord12,24,20.90,13.86,0.13,6.91,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,19990816,1999,Stand,Bnord12,24,26.69,13.98,0.31,12.36,,4,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20000811,2000,Stand,Bnord12,24,26.87,17.16,0.34,9.37,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20010802,2001,Stand,Bnord12,24,38.00,22.74,0.09,15.17,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20020814,2002,Stand,Bnord12,24,37.20,27.89,0.21,9.10,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20030810,2003,Stand,Bnord12,24,36.01,28.07,0.13,7.80,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20040802,2004,Stand,Bnord12,24,33.56,22.80,0.21,10.54,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20050729,2005,Stand,Bnord12,24,31.62,23.29,0.14,8.19,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20060715,2006,Stand,Bnord12,24,45.33,35.67,0.18,9.48,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20070730,2007,Stand,Bnord12,24,32.52,25.12,0.27,7.14,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20080810,2008,Stand,Bnord12,24,31.51,21.66,0.12,9.73,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20090813,2009,Stand,Bnord12,24,26.15,17.14,0.09,8.92,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20100813,2010,Stand,Bnord12,24,26.13,20.21,0.00,5.92,,2,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20110817,2011,Stand,Bnord12,24,26.44,18.75,0.13,7.56,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20120809,2012,Stand,Bnord12,24,32.34,24.65,0.30,7.40,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20130807,2013,Stand,Bnord12,24,35.23,27.64,0.36,7.24,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20140816,2014,Stand,Bnord12,24,31.17,20.34,0.13,10.70,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20150824,2015,Stand,Bnord12,24,32.05,23.27,0.17,8.61,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20160814,2016,Stand,Bnord12,24,42.23,33.09,0.15,8.98,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20170822,2017,Stand,Bnord12,23,29.90,22.91,0.08,6.91,,3,6836730,1540830,6835393,583468,61.64275,16.57529
683673-154083,WA70448628,SE683673-154083,Y,Stensjön,Hela sjön,25,20180821,2018,Stand,Bnord12,24,26.35,18.17,0.17,8.01,,3,6836730,1540830,6835393,583468,61.64275,16.57529
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20020729,2002,Stand,Bnord12,16,6.24,,,,2.41,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20050725,2005,Stand,Bnord12,16,8.98,,,,4.59,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20070724,2007,Stand,Bnord12,16,7.74,,,,3.80,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20080724,2008,Stand,Bnord12,16,5.90,,,,3.63,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20090720,2009,Stand,Bnord12,16,5.84,,,,2.85,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20100720,2010,Stand,Bnord12,16,6.26,,,,2.82,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20110720,2011,Stand,Bnord12,16,7.06,,,,3.64,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20120718,2012,Stand,Bnord12,16,5.64,,,,2.76,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20130717,2013,Stand,Bnord12,16,6.24,,,,3.16,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20140720,2014,Stand,Bnord12,16,6.23,,,,2.22,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20150716,2015,Stand,Bnord12,16,7.75,,,,4.67,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20160720,2016,Stand,Bnord12,16,7.42,,,,3.76,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20170719,2017,Stand,Bnord12,16,8.91,,,,5.00,2,7060830,1322870,7056651,362824,63.61114,12.23319
706083-132287,WA25599103,SE706083-132287,Y,Stor-Björsjön,Hela sjön,14,20180717,2018,Stand,Bnord12,16,6.28,,,,2.99,2,7060830,1322870,7056651,362824,63.61114,12.23319
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,19960713,1996,Stand,Bnord12,32,19.78,11.47,0.01,4.83,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,19970811,1997,Stand,Bnord12,32,27.42,11.92,0.23,5.30,,9,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,19990713,1999,Stand,Bnord12,33,16.28,5.92,0.22,4.11,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20020721,2002,Stand,Bnord12,32,18.26,11.39,0.21,3.61,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20050718,2005,Stand,Bnord12,32,26.84,9.20,0.10,12.35,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20070717,2007,Stand,Bnord12,32,17.45,8.79,0.12,4.89,,7,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20080718,2008,Stand,Bnord12,32,18.39,6.42,0.13,8.15,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20090807,2009,Stand,Bnord12,32,17.70,6.10,0.14,2.81,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20100724,2010,Stand,Bnord12,32,14.85,4.85,0.10,4.81,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20110726,2011,Stand,Bnord12,32,27.31,7.06,0.26,14.32,,9,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20120806,2012,Stand,Bnord12,32,22.00,6.72,0.04,9.55,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20130721,2013,Stand,Bnord12,32,16.14,5.26,0.19,6.64,,9,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20140725,2014,Stand,Bnord12,32,14.19,7.08,0.06,3.70,,7,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20150725,2015,Stand,Bnord12,32,17.11,9.13,0.15,3.82,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20160728,2016,Stand,Bnord12,32,24.59,11.61,0.20,6.60,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20170724,2017,Stand,Bnord12,32,14.47,6.41,0.20,3.40,,7,7085120,1520860,7083426,560400,63.87284,16.22934
708512-152086,WA39243328,SE708512-152086,Y,Degervattnet,Hela sjön,17,20180724,2018,Stand,Bnord12,32,20.83,9.23,0.17,5.24,,8,7085120,1520860,7083426,560400,63.87284,16.22934
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,19940816,1994,Stand,Bnord12,32,19.98,4.12,0.13,12.19,,8,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,19950730,1995,Stand,Bnord12,32,24.91,4.00,0.23,17.73,,8,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,19960806,1996,Stand,Bnord12,32,15.91,3.55,0.18,9.67,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,19970817,1997,Stand,Bnord12,32,25.11,9.72,0.20,12.44,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,19980731,1998,Stand,Bnord12,32,27.92,5.52,0.24,18.69,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,19990809,1999,Stand,Bnord12,32,24.26,7.17,0.20,14.75,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20000801,2000,Stand,Bnord12,32,20.86,4.61,0.15,13.71,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20010717,2001,Stand,Bnord12,32,13.74,7.29,0.21,4.14,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20020716,2002,Stand,Bnord12,32,21.18,9.13,0.11,8.68,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20030715,2003,Stand,Bnord12,32,37.05,19.03,0.25,16.52,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20040713,2004,Stand,Bnord12,32,22.61,11.85,0.14,9.36,,8,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20050713,2005,Stand,Bnord12,32,26.46,11.58,0.09,12.17,,8,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20060719,2006,Stand,Bnord12,32,25.32,9.91,0.07,12.24,,8,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20070712,2007,Stand,Bnord12,32,22.38,11.27,0.20,9.34,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20080711,2008,Stand,Bnord12,32,23.39,12.19,0.08,9.97,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20090713,2009,Stand,Bnord12,32,22.95,10.87,0.16,11.08,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20100714,2010,Stand,Bnord12,32,30.46,10.78,0.19,17.41,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20110713,2011,Stand,Bnord12,32,20.83,12.24,0.12,7.41,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20120718,2012,Stand,Bnord12,32,18.36,10.81,0.08,6.61,,8,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20130729,2013,Stand,Bnord12,32,18.50,11.02,0.07,6.48,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20140802,2014,Stand,Bnord12,32,19.71,9.82,0.04,8.33,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20150802,2015,Stand,Bnord12,32,21.56,9.30,0.21,10.96,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20160807,2016,Stand,Bnord12,32,25.61,11.98,0.09,12.44,,7,7086190,1621320,7085765,660807,63.86204,18.27264
708619-162132,WA79262932,SE708619-162132,Y,Remmarsjön,Hela sjön,25,20170802,2017,Stand,Bnord12,32,18.85,9.25,0.02,8.02,,7,7086190,1621320,7085765,660807,63.86204,18.27264
