VATTENID,MS_CD,EU_CD,VF,NAMN,LOKAL,Ndatum1,DATUM1,Anno,KVALITET,BONETYP,NBONET,NpueBtotal,NpueBAbb,NpueBGäd,NpueBMör,NpueBRöd,Narter,RT90X,RT90Y,S99TM_N,S99TM_E,WGS84_N,WGS84_E
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20020916,2002,Stand,Bnord12,24,195.33,75.83,0.00,114.92,,6,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20060918,2006,Stand,Bnord12,24,238.79,122.46,0.13,107.00,,6,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20070909,2007,Stand,Bnord12,24,109.04,43.50,0.00,54.58,,4,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20090909,2009,Stand,Bnord12,24,135.25,76.25,0.00,51.42,,5,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20100914,2010,Inven,Bnord12,24,197.13,126.17,0.13,59.21,,6,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20110913,2011,Stand,Bnord12,24,211.50,147.50,0.00,58.96,,5,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20120909,2012,Stand,Bnord12,24,164.04,72.67,0.04,84.25,,6,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20130908,2013,Stand,Bnord12,24,215.83,120.04,0.04,88.63,,6,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20140916,2014,Stand,Bnord12,24,232.08,117.88,0.04,105.21,,6,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20150915,2015,Stand,Bnord12,24,157.38,100.92,0.04,53.33,,6,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20160913,2016,Stand,Bnord12,24,305.63,184.21,0.04,111.96,,6,6200620,1352240,6197343,402625,55.91165,13.44218
620062-135224,WA55412723,SE620062-135224,Y,Västra Ringsjön,Hela sjön,12,20170911,2017,Stand,Bnord12,24,133.58,81.25,0.04,41.71,,7,6200620,1352240,6197343,402625,55.91165,13.44218
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,19940914,1994,Stand,Bnord12,32,219.84,156.41,0.03,42.66,,10,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20080909,2008,Stand,Bnord12,32,68.00,28.34,0.00,15.66,,7,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20090904,2009,Stand,Bnord12,32,107.72,44.59,0.00,30.53,,9,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20120902,2012,Stand,Bnord12,32,102.31,53.66,0.00,20.72,,9,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20130901,2013,Stand,Bnord12,32,89.47,39.78,0.00,24.38,,10,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20140909,2014,Stand,Bnord12,32,138.53,76.59,0.03,30.41,,9,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20150906,2015,Stand,Bnord12,32,89.28,44.91,0.09,24.63,,9,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20160908,2016,Stand,Bnord12,32,139.28,72.59,0.03,41.88,,10,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20170908,2017,Stand,Bnord12,32,181.56,97.69,0.06,49.03,,11,6227310,1369200,6224215,419263,56.15611,13.70018
622731-136920,WA15048302,SE622731-136920,Y,Finjasjön,Hela sjön,10,20180906,2018,Stand,Bnord12,32,93.97,46.00,0.09,29.13,,10,6227310,1369200,6224215,419263,56.15611,13.70018
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,19940707,1994,Stand,Bnord12,8,8.94,5.03,0.00,3.72,,4,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,19950710,1995,Stand,Bnord12,8,1.95,1.64,0.00,0.31,,2,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,19960709,1996,Stand,Bnord12,8,5.78,2.68,0.00,2.17,,3,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,19970708,1997,Stand,Bnord12,8,3.71,2.57,0.00,1.03,,3,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,19980729,1998,Stand,Bnord12,8,4.94,2.99,0.09,1.86,,3,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,19990814,1999,Stand,Bnord12,8,10.93,4.21,0.10,5.89,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20000719,2000,Stand,Bnord12,8,9.57,4.23,0.20,3.80,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20010730,2001,Stand,Bnord12,8,4.33,1.64,0.10,2.27,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20020716,2002,Stand,Bnord12,8,9.36,4.10,0.20,3.51,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20030722,2003,Stand,Bnord12,8,10.25,5.51,0.20,3.00,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20040713,2004,Stand,Bnord12,8,10.05,4.80,0.00,2.25,,4,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20050725,2005,Stand,Bnord12,8,6.60,4.02,0.00,0.93,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20060804,2006,Stand,Bnord12,8,10.18,3.68,0.09,2.89,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20070712,2007,Stand,Bnord12,8,6.58,3.61,0.00,0.83,,4,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20080710,2008,Stand,Bnord12,8,4.93,3.17,0.21,1.34,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20090712,2009,Stand,Bnord12,8,8.33,6.07,0.10,2.06,,4,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20100715,2010,Stand,Bnord12,8,10.87,8.81,0.00,1.14,,3,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20110725,2011,Stand,Bnord12,8,5.83,3.87,0.00,1.65,,4,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20120729,2012,Stand,Bnord12,8,7.00,5.65,0.00,0.93,,3,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20130808,2013,Stand,Bnord12,8,9.44,6.35,0.09,2.58,,4,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20140718,2014,Stand,Bnord12,8,10.00,4.63,0.10,3.10,,4,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20150714,2015,Stand,Bnord12,8,8.54,3.78,0.00,3.41,,3,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20160728,2016,Stand,Bnord12,8,10.54,6.31,0.00,3.31,,5,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20170728,2017,Stand,Bnord12,8,13.62,9.90,0.00,1.86,,4,6274430,1495260,6272786,544705,56.59719,15.72807
627443-149526,WA13784515,NW627437-149509,N,Brunnsjön,Hela sjön,25,20180730,2018,Stand,Bnord12,8,7.21,4.32,0.00,1.65,,3,6274430,1495260,6272786,544705,56.59719,15.72807
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,19940706,1994,Stand,Bnord12,16,61.67,29.65,0.54,28.97,,6,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,19950721,1995,Stand,Bnord12,16,58.47,33.72,0.30,23.70,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,19960719,1996,Stand,Bnord12,16,55.38,24.47,0.23,25.65,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,19970713,1997,Stand,Bnord12,16,69.91,21.39,0.57,44.71,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,19980802,1998,Stand,Bnord12,16,46.44,28.37,0.14,13.65,,6,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,19990819,1999,Stand,Bnord12,16,40.09,22.97,0.09,15.67,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20000812,2000,Stand,Bnord12,16,54.98,27.48,0.19,26.60,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20010714,2001,Stand,Bnord12,16,44.85,24.48,0.33,18.35,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20020724,2002,Stand,Bnord12,16,51.62,29.83,0.28,21.13,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20030808,2003,Stand,Bnord12,16,70.96,43.35,0.38,22.63,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20040808,2004,Stand,Bnord12,16,65.98,49.54,0.09,14.27,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20050807,2005,Stand,Bnord12,16,65.71,38.50,0.28,25.85,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20060805,2006,Stand,Bnord12,16,46.25,21.93,0.14,21.64,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20070806,2007,Stand,Bnord12,16,39.38,21.35,0.05,14.79,,4,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20080803,2008,Stand,Bnord12,16,51.70,23.82,0.09,26.48,,4,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20090801,2009,Stand,Bnord12,16,60.71,41.08,0.52,14.88,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20100813,2010,Stand,Bnord12,16,44.45,29.13,0.00,13.58,,4,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20110719,2011,Stand,Bnord12,16,55.53,29.20,0.09,21.91,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20120806,2012,Stand,Bnord12,16,52.18,29.15,0.14,20.12,,6,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20130723,2013,Stand,Bnord12,16,52.20,24.97,0.09,23.71,,4,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20140810,2014,Stand,Bnord12,16,52.44,33.79,0.05,17.15,,4,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20150807,2015,Stand,Bnord12,16,42.51,26.06,0.23,15.09,,6,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20160719,2016,Stand,Bnord12,16,61.75,42.13,0.28,18.53,,6,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20170718,2017,Stand,Bnord12,16,75.82,53.31,0.11,21.45,,5,6286060,1332050,6282456,381477,56.67118,13.06582
628606-133205,WA43585030,SE628606-133205,Y,Stora Skärsjön,Hela sjön,25,20180720,2018,Stand,Bnord12,16,56.25,26.87,0.05,27.04,,4,6286060,1332050,6282456,381477,56.67118,13.06582
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,19940710,1994,Stand,Bnord12,16,11.50,5.46,0.04,4.82,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,19950717,1995,Stand,Bnord12,16,7.90,4.19,0.08,3.11,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,19960717,1996,Stand,Bnord12,16,10.56,2.84,0.04,6.29,,7,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,19970717,1997,Stand,Bnord12,16,9.59,5.10,0.04,3.84,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,19980804,1998,Stand,Bnord12,16,8.44,4.39,0.00,2.15,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,19990816,1999,Stand,Bnord12,16,5.60,2.71,0.00,1.96,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20000818,2000,Stand,Bnord12,16,10.89,7.11,0.04,2.80,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20010717,2001,Stand,Bnord12,16,9.01,4.66,0.08,3.49,,6,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20020731,2002,Stand,Bnord12,16,11.41,5.22,0.04,5.05,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20030811,2003,Stand,Bnord12,16,9.84,4.80,0.08,4.41,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20040812,2004,Stand,Bnord12,16,9.04,5.43,0.12,2.87,,6,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20050809,2005,Stand,Bnord12,16,8.65,4.84,0.08,3.20,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20060809,2006,Stand,Bnord12,16,6.84,3.40,0.04,1.95,,6,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20070808,2007,Stand,Bnord12,16,7.37,3.47,0.04,2.67,,6,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20080806,2008,Stand,Bnord12,16,7.70,5.22,0.00,1.65,,5,6294890,1339060,6291399,388349,56.75317,13.17401
629489-133906,WA69838335,SE629489-133906,Y,Gyltigesjön,Hela sjön,16,20090805,2009,Stand,Bnord12,16,6.95,4.28,0.04,2.38,,5,6294890,1339060,6291399,388349,56.75317,13.17401
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,19940802,1994,Stand,Bnord12,24,45.57,27.11,0.00,16.48,,3,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,19950806,1995,Stand,Bnord12,24,31.61,17.30,0.00,13.52,,3,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,19960726,1996,Stand,Bnord12,24,33.76,24.03,0.05,7.61,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,19970724,1997,Stand,Bnord12,24,41.92,29.05,0.03,11.32,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,19980728,1998,Stand,Bnord12,24,43.54,36.07,0.00,5.51,,3,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,19990803,1999,Stand,Bnord12,24,40.94,33.77,0.00,5.51,,3,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20000711,2000,Stand,Bnord12,24,33.61,28.74,0.20,3.99,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20010720,2001,Stand,Bnord12,24,29.10,21.79,0.05,4.02,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20020807,2002,Stand,Bnord12,24,27.42,21.33,0.00,3.35,,3,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20030722,2003,Stand,Bnord12,24,34.47,25.48,0.05,7.39,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20040719,2004,Stand,Bnord12,24,35.36,23.07,0.05,10.58,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20050713,2005,Stand,Bnord12,24,36.13,28.56,0.15,6.15,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20060721,2006,Stand,Bnord12,24,31.41,20.21,0.13,9.18,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20070724,2007,Stand,Bnord12,24,28.54,18.41,0.00,8.99,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20080724,2008,Stand,Bnord12,24,43.40,33.10,0.20,7.23,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20090730,2009,Stand,Bnord12,24,35.59,22.04,0.15,9.83,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20100714,2010,Stand,Bnord12,24,27.12,18.68,0.20,6.27,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20110716,2011,Stand,Bnord12,24,37.92,30.88,0.03,5.89,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20120717,2012,Stand,Bnord12,24,32.35,21.28,0.00,10.83,,3,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20130716,2013,Stand,Bnord12,24,25.67,21.05,0.05,4.43,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20140721,2014,Stand,Bnord12,24,34.86,26.93,0.05,5.29,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20150716,2015,Stand,Bnord12,24,25.97,18.34,0.03,7.11,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20160719,2016,Stand,Bnord12,24,35.96,25.16,0.14,10.05,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20170721,2017,Stand,Bnord12,24,49.10,36.60,0.08,11.08,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633025-142267,WA60899891,SE633025-142267,Y,Fiolen,Hela sjön,25,20180727,2018,Stand,Bnord12,24,48.79,37.57,0.35,10.01,,4,6330250,1422670,6327724,471493,57.09199,14.52957
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,19940806,1994,Stand,Bnord12,16,38.45,19.90,0.00,15.28,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,19950804,1995,Stand,Bnord12,16,15.67,5.84,0.00,9.53,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,19960728,1996,Stand,Bnord12,16,19.50,8.91,0.00,9.40,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,19970728,1997,Stand,Bnord12,16,18.51,11.67,0.05,6.32,,4,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,19980731,1998,Stand,Bnord12,16,15.57,11.44,0.00,3.43,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,19990807,1999,Stand,Bnord12,16,16.95,8.95,0.17,6.93,,4,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20000714,2000,Stand,Bnord12,16,15.58,10.59,0.36,4.49,,4,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20010724,2001,Stand,Bnord12,16,11.87,6.71,0.00,5.04,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20020811,2002,Stand,Bnord12,16,8.77,5.56,0.00,3.21,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20030726,2003,Stand,Bnord12,16,12.97,9.27,0.00,3.59,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20040716,2004,Stand,Bnord12,16,14.91,10.25,0.00,4.60,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20050720,2005,Stand,Bnord12,16,13.97,9.58,0.00,4.15,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20060726,2006,Stand,Bnord12,16,26.16,22.08,0.24,3.36,,4,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20070729,2007,Stand,Bnord12,16,8.52,5.83,0.00,2.68,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20080730,2008,Stand,Bnord12,16,14.80,9.79,0.12,4.77,,4,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20090802,2009,Stand,Bnord12,16,11.17,7.50,0.00,3.61,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20100717,2010,Stand,Bnord12,16,15.48,10.96,0.00,4.16,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20110720,2011,Stand,Bnord12,16,22.45,14.53,0.05,7.87,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20120720,2012,Stand,Bnord12,16,11.10,6.06,0.00,4.92,,3,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20130719,2013,Stand,Bnord12,16,14.63,9.36,0.00,5.03,,4,6332090,1419910,6329530,468713,57.10803,14.48347
633209-141991,WA14574773,NW633246-141963,N,Gyslättasjön,Hela sjön,22,20150721,2015,Stand,Bnord12,16,22.97,13.84,0.00,9.08,,3,6332090,1419910,6329530,468713,57.10803,14.48347
